IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4276715408,7929363,10403684
4294967084,4294967084,4294967084,16901048,4280304217,4292640341
4294967084,4294967084,4294966931,17801664,4282280037,4289747723
4294967084,4294967084,4294967084,4280111924,4293104039,16708756
4294967084,4294967084,4294967084,18116413,4288147935,4283624191
4294967084,4294967084,4294967084,89837,15917967,4279052615
4294967084,4294967084,4294967084,16442537,4293714512,4279755621
4294967084,4294967084,4294967084,4290215683,17801419,4282056592
4294967084,4294967084,4294967084,4288045808,18260717,4283749773
4294967084,4294967084,4294967084,4291776421,4280866853,17216769
4294967084,4294967084,4294967084,4276870943,6615666,11524523
4294967084,4294967084,4294967084,11564351,6558223,4276854595
4294967084,4294967084,4294967084,4277530794,3902650,13563362
4294967084,4294967084,4294967084,9558862,8802387,4276629064
4294967084,4294967084,4294967084,4280792564,17227898,4292038038
4294967084,4294967084,4294967084,8322196,4276558787,9975582
