IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4276660847,9353846,9029346
4294967084,4294967084,4294967084,13312961,4263036,4277413210
4294967084,4294967084,4294967084,4284372208,18352161,4287353868
4294967084,4294967084,4294967084,4284372208,18352161,4287353868
4294967084,4294967084,4294967084,4278438931,1480729,15070661
4294967084,4294967084,4294967084,4280995174,17350476,4291733713
4294967084,4294967084,4294967084,4281053463,4291617529,17283294
4294967084,4294967084,4294967084,4277529164,13671272,3863320
4294967084,4294967084,4294967084,16313467,4294012033,4279586075
4294967084,4294967084,4294967084,4276729273,10498642,7833561
4294967084,4294967084,4294967084,16315514,4279509946,4294020359
4294967084,4294967084,4294967084,4294912599,4279034471,15915212
4294967084,4294967084,4294967084,8536563,9837692,4276641263
4294967084,4294967084,4294967084,4279312009,4294550229,16077699
4294967084,4294967084,4294967084,18129203,4288148503,4283621736
