IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4279342189,16196301,4294540843
4294967000,4294967084,4294967084,4283050395,4288843702,18015222
4294967084,4294967084,4294967084,17850764,4289613236,4282456326
4294967084,4294967084,4294967084,4276705163,10458793,7859324
4294967000,4294967084,4294967084,4290568885,4281685988,17602956
4294967084,4294967084,4294967084,12251092,5705691,4277051060
4294967084,4294967084,4294967084,4283178208,18144515,4288775117
4294967084,4294967084,4294967084,18211960,4284216872,4287466318
4294967084,4294967084,4294967084,3959896,13582291,4277506239
4294967084,4294967084,4294967084,17882289,4289429462,4282596474
4294967084,4294967084,4294967084,12293692,4276968888,5591783
4294967084,4294967084,4294967084,4290671370,17676107,4281700043
4294966928,4294967084,4294967084,4287978854,18256026,4283821405
4294967084,4294967084,4294967084,11882977,6172383,4276924032
